1,5
2,1
3,29
4,19
5,5
6,1
7,6
8,1
9,7
10,5
11,0
12,1
13,9
14,39
15,17
16,4
17,1
18,19
19,9
20,20
21,36
22,19
23,5
24,5
25,1
26,43
27,4
28,9
29,9
30,2
31,23
32,1
33,1
34,1
35,43
36,6
37,22
38,41
39,1
40,0
41,6
42,20
43,24
44,48
45,1
46,23
47,19
48,9
49,4
50,19
51,20
52,45
53,20
54,4
55,9
56,1
57,6
58,13
59,20
60,23
61,9
62,4
63,43
64,4
65,9
66,5
67,0
68,4
69,6
70,2
71,5
72,8
73,4
74,18
75,7
76,9
77,4
78,35
79,26
80,5
81,9
82,31
83,28
84,23
85,30
86,1
87,17
88,5
89,4
90,6
91,19
92,6
93,4
94,19
95,5
96,1
97,1
98,31
99,6
100,5
101,4
102,34
103,34
104,19
105,9
106,20
107,5
108,6
109,17
110,19
111,8
112,9
113,34
114,9
115,9
116,5
117,22
118,9
119,31
120,5
121,9
122,1
123,26
124,6
125,22
126,5
127,1
128,20
129,4
130,28
131,1
132,17
133,4
134,6
135,23
136,9
137,5
138,5
139,4
140,12
141,2
142,1
143,1
144,1
145,23
146,4
147,1
148,4
149,4
150,9
151,29
152,14
153,4
154,8
155,8
156,20
157,5
158,40
159,5
160,20
161,9
162,36
163,1
164,40
165,0
166,15
167,9
168,18
169,4
170,0
171,8
172,20
173,4
174,17
175,9
176,18
177,18
178,4
179,5
180,21
181,25
182,4
183,0
184,9
185,4
186,6
187,4
188,17
189,20
190,5
191,1
192,1
193,0
194,18
195,20
196,0
197,23
198,5
199,5
200,22
201,7
202,29
203,19
204,20
205,23
206,30
207,5
208,7
209,48
210,9
211,3
212,8
213,19
214,20
215,20
216,5
217,1
218,9
219,1
220,19
221,5
222,17
223,5
224,20
225,8
226,43
227,17
228,25
229,5
230,17
231,39
232,1
233,9
234,20
235,4
236,20
237,1
238,23
239,6
240,17
241,17
242,3
243,14
244,6
245,5
246,8
247,5
248,3
249,9
250,18
251,6
252,1
253,6
254,45
255,1
256,28
257,0
258,48
259,4
260,1
261,9
262,1
263,1
264,7
265,9
266,9
267,34
268,4
269,20
270,36
271,5
272,1
273,18
274,4
275,9
276,8
277,9
278,8
279,17
280,4
281,1
282,5
283,35
284,14
285,4
286,30
287,20
288,1
289,9
290,5
291,8
292,9
293,1
294,23
295,23
296,18
297,0
298,17
299,5
300,11
301,1
302,45
303,1
304,5
305,4
306,8
307,4
308,4
309,6
310,19
311,8
312,4
313,1
314,0
315,1
316,20
317,20
318,4
319,1
320,19
321,4
322,7
323,23
324,17
325,0
326,26
327,34
328,5
329,1
330,9
331,20
332,4
333,9
334,9
335,4
336,6
337,8
338,1
339,20
340,9
341,41
342,17
343,20
344,28
345,4
346,9
347,27
348,4
349,9
350,8
351,4
352,1
353,4
354,23
355,20
356,5
357,0
358,14
359,9
360,5
361,2
362,35
363,28
364,1
365,17
366,9
367,8
368,4
369,4
370,43
371,14
372,1
373,23
374,9
375,3
376,4
377,9
378,5
379,9
380,1
381,20
382,29
383,34
384,28
385,4
386,4
387,25
388,20
389,23
390,20
391,5
392,20
393,20
394,8
395,9
396,9
397,7
398,1
399,5
400,4
401,0
402,4
403,34
404,9
405,15
406,0
407,3
408,4
409,3
410,15
411,4
412,5
413,0
414,8
415,1
416,20
417,7
418,1
419,21
420,20
421,19
422,8
423,8
424,4
425,4
426,4
427,20
428,5
429,8
430,4
431,6
432,1
433,25
434,17
435,22
436,23
437,5
438,34
439,7
440,0
441,4
442,20
443,7
444,8
445,3
446,3
447,4
448,20
449,9
450,46
451,23
452,6
453,3
454,5
455,19
456,9
457,14
458,4
459,9
460,18
461,4
462,4
463,5
464,29
465,17
466,6
467,23
468,19
469,5
470,4
471,46
472,20
