inter,comm
41991,0
41991,0
41991,0
41991,0
41991,0
41991,0
43025,0
43025,0
18715,0
18715,0
18715,0
18715,0
18715,0
18715,0
18715,0
18715,0
18715,0
18715,0
18715,0
18715,0
8075,0
8075,0
8075,0
8075,0
34459,0
34459,0
34459,0
34459,0
36463,0
36463,0
8922,0
8922,0
8922,0
31099,0
31099,0
31099,0
31099,0
31099,0
31099,0
31099,0
31099,0
31099,0
31099,0
31099,0
31099,0
31099,0
38661,0
38661,0
38661,0
38661,0
38661,0
38661,0
38661,0
38661,0
38661,0
38661,0
38661,0
38661,0
38661,0
38661,0
39262,0
39262,0
39262,0
39262,0
39262,0
39262,0
39262,0
39262,0
39262,0
39262,0
39262,0
39262,0
39262,0
39262,0
39262,0
39262,0
39262,0
39262,0
39262,0
39262,0
39262,0
39262,0
39262,0
39262,0
39262,0
27972,0
20154,0
20154,0
21725,0
21725,0
3725,0
3725,0
3725,0
3725,0
25570,0
25570,0
25570,0
25570,0
25570,0
25570,0
25570,0
25570,0
10926,0
10926,0
10926,0
10926,0
10926,0
10926,0
10926,0
26382,0
26382,0
26382,0
26382,0
26382,0
26382,0
26382,0
26382,0
26382,0
26382,0
16704,0
16704,0
16704,0
16704,0
16704,0
16704,0
16704,0
16704,0
16704,0
16704,0
16704,0
16704,0
16704,0
33637,0
33637,0
33637,0
33637,0
33637,0
33637,0
33637,0
33637,0
33637,0
30433,0
30433,0
30433,0
11436,0
11436,0
11436,0
11436,0
11436,0
11436,0
11436,0
11436,0
11436,0
11436,0
11436,0
11436,0
11436,0
11436,0
38273,0
38273,0
38273,0
38273,0
38273,0
38273,0
38273,0
38273,0
38273,0
15497,0
15497,0
15497,0
15497,0
15497,0
15497,0
15497,0
15497,0
15497,0
15497,0
15497,0
33422,0
33422,0
33422,0
33422,0
21685,0
21685,0
21685,0
4123,0
4123,0
4123,0
4123,0
4123,0
4123,0
4123,0
4123,0
4123,0
4123,0
4123,0
4123,0
4123,0
4123,0
4123,0
4123,0
4123,0
9610,0
9610,0
9610,0
9610,0
9610,0
9610,0
9610,0
9610,0
9610,0
3710,0
3710,0
3710,0
8775,0
8775,0
38616,0
38616,0
38616,0
38616,0
5204,0
5204,0
5204,0
10620,0
10620,0
10620,0
10620,0
43901,0
9110,0
9110,0
9110,0
9110,0
9110,0
9110,0
9110,0
9110,0
9110,0
9110,0
9110,0
9110,0
9110,0
9110,0
9110,0
9110,0
9110,0
9110,0
9110,0
9110,0
9110,0
9110,0
9110,0
9110,0
9110,0
9448,0
9448,0
9448,0
9448,0
9448,0
9448,0
9448,0
9448,0
9448,0
3402,0
3402,0
3402,0
3402,0
3402,0
3402,0
3402,0
3402,0
3402,0
3402,0
3402,0
3402,0
3402,0
8794,0
8794,0
8794,0
8794,0
8794,0
15486,0
15486,0
15486,0
15486,0
15486,0
15486,0
15486,0
15486,0
15486,0
15486,0
15486,0
15486,0
15486,0
15486,0
16873,0
16873,0
16873,0
16873,0
16873,0
16873,0
16873,0
25986,0
25986,0
25986,0
25986,0
25986,0
10747,0
24262,0
24262,0
7228,0
6746,0
6746,0
6746,0
6746,0
21767,0
21767,0
21889,0
21889,0
21889,0
21889,0
21889,0
21889,0
21889,0
21889,0
21889,0
40063,0
16699,0
16699,0
16699,0
16699,0
19621,0
12263,0
33993,0
33993,0
33993,0
33993,0
33993,0
33993,0
7102,0
7102,0
7102,0
7102,0
7102,0
15986,0
15986,0
15986,0
15986,0
15986,0
15986,0
15986,0
15986,0
15986,0
15986,0
15986,0
15986,0
15986,0
10586,0
10586,0
