user,inter
15812,29057
162,29057
18305,29057
18570,29057
20338,29057
22578,29057
10111,29057
16543,29057
9357,29057
11476,3453
12955,3453
7866,3453
4339,18354
3241,18354
4940,18354
22305,18354
21588,36239
5109,36239
2514,36239
17938,36239
16030,36239
13798,36239
6560,36239
13170,36239
2002,36239
22767,36239
18923,36239
8477,36239
16326,27783
5821,27783
16270,27783
20633,27783
13367,27783
16326,44114
1662,44114
11158,44114
2708,44114
11192,44114
15394,44114
17849,44114
19045,44114
9532,44114
1290,44114
4501,44114
20998,44114
17361,44114
13174,44114
1190,44114
624,44114
2727,44114
16326,42963
19093,42963
1746,42963
7882,42963
10554,42963
5026,42963
3322,42963
16326,29955
16326,8642
5588,8642
12841,8642
16917,8642
9980,8642
16326,12036
9013,12036
22662,12036
14703,12036
17630,12036
16326,35741
4196,35741
16326,30834
1453,30834
23184,30834
16326,29267
16326,33296
21428,21370
12955,21370
2266,21813
2266,3279
11578,3279
9694,3279
11617,3279
6903,3279
9418,3279
7419,3279
6488,3279
23375,3279
5945,3279
4616,8936
5397,8936
4616,37332
19505,37332
17740,25289
2811,25289
941,25289
10121,25289
4011,26926
13322,26926
15557,26926
393,26926
6736,26926
9150,26926
3414,26926
20644,26926
4011,13343
13863,13343
19449,13343
4011,12114
2773,12114
13471,12114
4011,31682
22758,31682
17189,31682
10621,31682
12607,31682
12684,31682
15456,31682
18045,31682
3872,31682
18431,31682
13806,31682
18589,31682
7062,19889
18571,19889
7137,32345
259,32345
1961,32345
17973,32345
7137,35000
7137,33736
17708,33736
7137,13750
6869,13750
9244,13750
5251,13750
5749,13750
7055,13750
17973,13750
17028,13750
12527,13750
12655,13750
22947,13750
9334,13750
9523,40668
13306,40668
20840,40668
9145,40668
14872,40668
9523,27161
2917,27161
6736,27161
13995,27161
16095,27161
10290,27161
9523,41951
12483,41951
19508,41951
5607,41951
9523,18433
8019,18433
428,27150
5713,27150
12182,27150
5925,21993
16662,21993
15611,21993
4565,470
10785,470
12242,470
2573,470
16286,470
13119,470
8495,470
7175,470
6228,470
14773,470
1208,470
4565,35322
5125,35322
766,35322
5900,35322
7126,35322
14021,35322
19476,35322
23142,27459
11303,27459
23142,1310
17708,1310
23142,12406
23142,14186
1473,14186
10435,14186
865,22985
7258,22985
13576,22985
1282,22985
11172,22985
14627,15558
13262,15558
16332,15558
14627,44194
6072,12300
2645,12300
9386,12300
16220,12300
10026,12300
7174,38213
1094,38213
14387,6397
18739,6397
5628,6397
21832,12821
9661,12821
16095,12821
13680,44107
21074,44107
20311,44107
13694,44107
11172,44107
11900,17306
7502,17306
22598,17306
8158,17306
11900,19337
7812,19337
20431,19337
21668,38954
10221,38954
16158,21928
8683,21928
5734,21928
3770,21928
1875,18781
20226,18781
18130,28168
14860,28168
11249,28168
14042,14867
11949,14867
10916,14867
20428,14867
9143,14867
14042,15048
2728,15048
4843,15048
20575,15048
14042,22802
8150,22802
11163,22802
14042,42479
8910,42479
14033,42479
23285,42479
14042,34178
15777,34178
13807,34178
16073,34178
8289,34178
4905,34178
17844,25863
15197,25863
10429,25863
13721,25863
7651,25863
20204,25863
12738,25863
17844,4315
17844,23880
21782,23880
17520,23880
18938,23880
22212,23880
1635,23880
12094,23880
17708,23880
7344,23880
97,23880
21249,23880
13962,23880
20942,23880
14833,23880
16346,23880
12982,23880
20811,23880
10702,23880
4963,23880
2764,23880
21706,23880
9946,27865
10332,27865
8212,27865
6903,27865
9930,235
16618,235
4580,38933
11261,38933
3279,38933
20920,38933
8759,38933
5190,38933
14002,38933
13098,38933
10228,38933
12295,38933
2986,38933
6380,38933
8687,38933
12487,38933
4580,19491
1104,19491
3608,19491
10844,21428
8910,21428
14321,21428
16242,21428
10844,37012
11941,37012
19662,38653
16061,38653
17520,38653
22527,38653
13155,38653
11255,38653
19662,15184
18009,15184
12062,15184
1265,15184
20309,15184
7339,15184
14237,15184
18692,15184
7683,15184
10086,15184
19662,2535
7459,2535
6974,2535
16277,2535
10881,2535
21797,2535
7492,2535
13550,2535
10377,2535
6000,17489
6000,32925
21843,32925
12810,32925
9007,32925
15605,32925
12054,32925
12272,11840
19760,11840
15526,11840
1042,11840
10232,11840
11467,27657
18226,27657
11467,27400
12127,27400
18240,27400
10469,27400
6056,27400
11467,18104
2682,18104
14181,18104
11467,18681
18709,18681
9226,18681
12056,18681
5176,18681
4361,18681
11467,7289
10633,7289
22279,7289
11467,12038
17911,12038
1869,12038
10956,12038
21300,12038
4995,12038
11467,30674
15641,30674
11467,8242
11467,33555
16629,33555
19760,33555
9807,33555
22051,33555
6871,33555
19426,33555
10638,33555
22450,33555
15512,33555
18258,33555
14876,33555
19045,33555
14281,33555
3721,33555
2700,33555
4001,33555
5169,33555
7347,33555
7051,33555
15485,33555
18575,33555
12433,33555
6986,33555
11467,33400
6952,33400
5118,33400
4363,33400
18077,33400
11467,37874
2645,37874
18540,37874
16267,37874
1989,1245
6187,1245
17800,5309
6858,5309
17800,39613
15926,39613
18990,39613
325,39613
17800,18883
7288,870
16428,870
6940,870
9580,870
21848,870
17498,870
14932,870
13362,870
1108,870
12008,870
2994,870
14574,870
201,870
15752,870
4875,870
14933,870
2009,870
23314,870
19500,870
5937,870
23057,870
21866,45353
10079,45353
7627,45353
21866,14014
22450,14014
18100,14014
6860,14014
6384,14014
20340,9342
16809,9342
19728,9342
4171,9342
22963,9342
97,9342
16190,9342
7120,9342
12594,29580
9226,29580
14513,29580
14841,15247
14024,15247
2320,15247
4074,15247
6070,15247
2931,15247
903,35863
18183,35863
17875,26842
14591,26842
17875,31470
11239,31470
12783,6440
5927,6440
21022,6440
18451,6440
13326,39838
16629,39838
21777,39838
13326,8055
13838,8055
17919,8055
11878,8055
10916,8055
21016,8055
7061,17260
8683,17260
7061,13599
6920,13599
18277,13599
20354,42576
7553,42576
20665,42576
21294,42576
5472,5872
9100,5872
11992,28806
3545,28806
17276,28806
20760,28806
13545,12276
12533,5961
4049,5961
21782,5961
22285,5961
6871,5961
76,25674
19112,25674
9700,25674
18478,25674
76,31533
169,31533
13045,31533
18541,31533
12348,41212
5821,41212
12348,5660
7676,5660
9469,33877
17891,33877
153,33877
6193,33877
19599,2009
3339,2009
13930,2009
8197,2009
666,2009
8437,2009
12049,2009
19599,29093
14860,29093
19599,37856
19087,37856
12506,37856
16539,37856
9244,37856
17121,37856
13178,37856
18830,37856
15935,37856
10905,5536
7299,5536
7429,5536
10905,15176
5526,15176
11513,15176
10905,42375
5251,42375
15125,42375
12527,42375
10905,23369
15641,23369
18588,23369
16978,23369
10905,37374
7299,37374
14046,37374
11645,37374
1850,37374
10174,37374
22450,37374
2768,37374
17443,37374
17029,37374
13857,37374
1438,37374
17910,37374
4131,37374
7429,37374
12433,37374
10068,37374
15543,37374
375,37374
12138,5617
3752,5617
14081,5617
5455,5617
8901,5617
12138,19725
7530,19725
5975,19725
14273,19725
12138,1933
18415,1933
22391,1933
12138,31813
10011,31813
14807,31813
13595,31813
12138,31855
16259,31855
19344,31855
13595,31855
12138,37524
21117,37524
21702,37524
15754,37524
19811,37524
4956,37524
12138,13730
3752,13730
13784,13730
17859,4791
12456,4791
17173,4791
3061,39657
3061,29555
6176,29555
12275,29555
7176,29555
3065,29555
5954,29555
5890,29555
11987,29555
16049,29555
13663,29555
17580,29555
15605,29555
21395,15845
437,15845
10352,15845
18389,15845
21395,2208
21395,14224
21395,28562
20956,28562
9211,28562
19438,28562
11733,28562
13059,28562
1758,28562
10019,28562
3831,28562
8695,28562
15760,28562
11930,28562
13860,28562
679,28562
14935,28562
346,28562
16227,28562
19823,28562
7206,43551
9201,43551
12987,38900
3795,38900
22170,38900
12976,38900
15532,38900
4438,38900
20998,38900
5514,38900
12987,31371
4190,31371
14823,30341
7315,30341
2199,30341
14823,34833
7026,34833
17128,34833
7555,34833
8573,34833
10465,34833
10456,34833
14823,9069
16514,9069
12456,9069
23100,9069
16267,9069
22973,9069
2041,9069
5130,9069
3646,42786
7365,42786
15092,42786
5293,42786
21246,12946
6380,12946
3734,24366
5537,24366
8934,24366
2751,24366
7319,24366
11626,27344
17470,27344
8071,27344
7278,27344
6284,27344
11245,27344
9870,27344
14505,27344
15381,39898
13446,39898
18375,15640
23061,15640
21435,15640
11826,15640
23387,15640
18938,15640
6810,15640
6167,15640
17745,15640
10450,15640
11788,15640
16346,15640
1601,15640
8677,15640
5332,15640
5267,15640
4441,15640
17791,28938
18188,28938
8683,25498
11415,25498
8683,40917
18925,40917
11937,40917
8683,40951
22046,40951
8683,38897
8683,38566
8683,26947
8683,5083
8683,44739
8683,23601
11215,23601
5821,23601
4657,23601
1282,23601
7680,23601
8683,18602
8683,7661
8683,8838
7976,8838
13178,8838
8683,6766
4809,6766
8683,6096
10678,6096
22499,6096
9272,6096
3770,6096
8683,9673
18392,25934
2728,25934
11132,25934
18392,5326
22281,5326
6776,22214
7024,22214
6776,28965
5355,15630
5355,44182
9540,44182
1019,44182
4477,44182
6756,11111
17498,11111
21453,11111
20095,11111
6253,11111
4625,11111
21058,11111
22685,11111
6575,11111
14258,12710
12949,12710
523,12710
19452,12710
5246,12710
15922,12710
16750,15189
5597,15189
20677,15189
11878,15189
19037,15189
3497,15189
13601,15189
8820,15189
9973,15189
16750,23104
7058,23104
6874,23104
5385,23104
5325,17186
12974,17186
16769,17186
5325,22738
5325,3146
23013,3146
20133,3146
6337,3146
12223,3146
19723,3146
583,3146
10026,3146
8289,3146
9314,3146
5325,2299
5273,2299
18478,2299
3429,2299
5325,34475
19723,34475
15634,34475
5325,8032
5325,37078
4107,37078
19723,37078
7666,37078
11797,19613
3463,19613
15166,19613
11799,19613
6167,19613
16774,19613
11788,19613
7175,19613
8901,19613
16238,19613
2067,19613
7058,19613
20577,19613
17132,19613
15254,19613
4230,35943
4230,8513
13863,8513
15472,16271
16270,16271
16065,16271
22410,38548
9175,38548
22511,38548
21562,17776
5556,17776
6518,17776
6384,17776
13781,5773
15525,5773
8186,5773
17763,5773
2697,5773
17513,5773
4110,5773
21755,5773
17618,5773
13781,20853
13059,20853
1850,20853
11594,12370
5718,12370
5155,12370
5975,12370
6251,12370
8613,12370
15801,12370
1679,12370
9627,12370
21459,40916
4103,40916
1693,40916
1193,40916
7741,40916
11172,40916
16241,40916
14971,40916
4499,40916
21459,22222
11946,22222
11941,20097
15323,20097
15691,20097
11941,24995
347,24995
18171,18798
15958,18798
19993,18798
16428,18379
23158,18379
2467,10387
7594,10387
21598,21866
11715,21866
20817,21866
1339,21866
14061,21866
21598,7188
15511,7188
16232,7188
9935,7188
4542,7188
1915,7188
10469,7188
6078,7188
2430,7188
23071,7188
15487,7188
10773,7188
1438,7188
5514,7188
21161,7188
6147,7188
12061,7188
12470,7188
21598,9599
5182,9599
6668,9599
11758,9599
4049,27364
3447,27364
11289,27364
21836,27364
1438,27364
12061,27364
13081,27364
13877,27364
4049,1398
5514,1398
12061,1398
12470,1398
9822,1398
13393,1398
17126,1398
12007,402
6420,402
10119,402
7864,402
22759,402
809,402
9019,402
12007,24555
11090,24555
891,24555
10388,24555
143,24555
18305,24555
6144,24555
863,24555
21319,24555
1468,7086
9594,7086
15572,7086
6698,7086
14678,7086
15552,7086
22419,30115
70,30115
11812,30115
14464,30115
23209,31695
7344,31695
11802,40745
11802,14991
4774,14991
11802,12035
7725,12035
6557,12035
1955,12035
395,12035
16049,12035
15742,12035
5480,24442
4722,24442
1013,24442
9500,24442
10916,24442
423,24442
121,24442
3977,24442
17159,24442
12841,24442
13601,24442
9143,24442
18960,27294
14983,27294
20739,27294
19540,27294
16639,27294
11597,27294
19723,27294
15133,27294
2408,35483
10975,35483
14642,35483
14060,35483
17185,35483
2408,28870
5714,10187
13425,10187
12737,10187
13491,9387
19314,9387
16260,9387
5357,9387
17550,9387
6862,9387
20787,9387
13491,14124
15525,14124
17708,14124
6452,14124
15199,14124
15884,14124
6374,30587
16385,30587
19190,30587
10450,30587
15641,30587
18266,30587
17098,30587
7670,30587
12201,30587
15527,30587
19321,4646
17822,4646
13388,4646
10404,4646
19321,21673
7618,21673
19321,42522
19321,3264
18146,3264
10404,3264
19321,23115
16808,23115
10404,23115
19321,8925
10404,8925
19321,8280
16930,8280
10404,8280
7343,34775
6255,34775
8673,34775
11413,34775
16270,34775
19720,34775
22330,34775
10936,34775
3667,34775
3920,34775
7557,34775
17057,34775
23285,34775
3040,34775
11554,34775
18383,34775
22735,34775
15916,34775
3488,34775
14683,34775
15428,34775
19168,34775
21850,34775
15488,20214
15488,2549
21782,2549
17849,2549
22769,2549
654,2549
7329,2549
15488,12489
122,26971
3545,26971
10213,26971
1813,26971
1607,26971
122,11569
23003,11569
21117,11569
16490,11569
16563,11569
9154,11569
7373,11569
6384,11569
17722,11569
15096,11569
14699,11569
10137,11569
12879,11569
6572,11569
10484,25319
15656,25319
15130,25319
10484,16157
14538,16157
4958,16157
809,16157
5103,16157
10484,45628
11306,45628
20699,45628
1108,45628
9185,45628
20840,45628
6226,45628
15754,45628
7662,45628
16978,45628
14906,45628
8041,45628
15092,45628
11581,45628
17435,45628
13265,45628
9493,15644
1812,15644
12060,15644
23061,38188
6130,38188
19046,38188
6363,38188
12117,10816
6927,10816
6149,10816
10011,35397
14807,35397
16259,35397
4469,35397
13595,35397
4445,1374
17673,1374
15019,1374
10945,1374
4445,37902
19802,41808
4579,41808
19802,23595
19802,24143
14048,8941
3927,8941
22441,8941
13627,8941
1397,46312
21008,46312
8065,46312
10100,46312
15866,19025
17237,19025
11172,19025
21386,19025
14089,19025
18277,19025
15866,37623
2866,37623
13512,40023
6952,40023
9995,40023
1833,40023
1734,40023
4898,40023
15652,40023
12714,40023
13512,29084
23047,29084
12867,29084
23187,39567
10171,39567
23340,39567
1320,33177
8887,33177
4948,33177
17696,33177
13548,33177
21304,33177
12951,33177
17101,33177
17149,33177
20320,42097
5290,42097
23191,42097
2898,42097
4875,42097
102,42097
18453,42097
1925,42097
13170,42097
2519,42097
15859,42097
235,42097
20320,43226
23237,43226
9921,43226
2740,43226
4314,43226
5900,43226
22737,43226
12307,43226
9942,43226
483,43226
17755,43226
8378,39920
6810,39920
13562,39920
14444,39920
10450,39920
12805,39920
10147,39920
4944,39920
6874,39920
6827,39920
19573,39920
6528,10356
6860,10356
13132,10356
9914,33130
17237,33130
12668,33130
21201,33130
22275,33130
18800,29546
18513,29546
4064,29546
10245,29546
14257,35923
6027,35923
12071,26598
11172,26598
7428,26598
5900,26598
13267,26598
5360,26598
12071,26170
9995,26170
7666,26170
12071,38446
11826,38446
23387,38446
9995,38446
5125,38446
7496,38446
5257,38446
6902,38446
3339,26362
14271,4384
15279,4384
17498,4384
11009,4384
21985,4384
14763,4384
5937,4384
19289,4384
22140,4384
16257,4384
14271,8049
14570,8049
19394,8049
11486,8049
7797,8049
6940,39909
11415,39909
15469,39909
9921,39909
8914,39909
7175,39909
3950,986
3950,44983
2194,44983
1245,44983
8094,37611
19252,37611
22499,37611
2055,37611
11127,37611
4966,37611
16984,8355
21021,38659
5267,38659
6874,38659
21021,19387
5125,19387
8864,19387
7250,19387
22972,19387
10210,42640
11207,42640
16273,42640
3865,19379
6880,17920
16385,17920
4093,17920
10621,17920
17520,17920
16596,17920
23141,17920
5527,17920
16336,17920
14933,17920
21518,17920
8406,17920
9059,17920
3261,17920
12982,17920
21239,17920
23179,17920
5048,17920
3842,17920
22725,2903
2195,2903
4382,2903
9462,2903
353,2903
4131,2903
5267,2903
18178,43495
451,43495
14276,43495
19915,43495
20365,43495
18178,6931
13245,6931
21481,6931
333,6931
4289,6931
17265,6931
7480,6931
19976,6931
6505,6931
10077,6931
17062,6931
8270,11322
17530,11322
10690,11322
5572,11322
4535,11322
1177,7942
757,7942
17571,25584
9154,25584
13936,25584
15290,25584
13719,25584
11061,25584
16733,25584
8851,25584
17571,30960
7858,30960
20075,30960
7250,30960
1686,30960
10061,30960
10966,3548
18497,3548
10966,42589
20734,42589
14605,42589
10982,42589
10966,6526
18415,26600
12829,26600
5614,14284
22949,14284
10323,14284
10267,14284
8115,41339
12646,41339
8115,24883
17014,24883
12838,24883
423,24883
121,24883
9143,24883
15564,24883
8115,34514
6066,34514
1479,34514
16986,22153
16332,22153
18458,22153
2865,22153
19271,22153
13155,22153
1364,22153
2098,11118
3679,11118
16603,11118
8240,11118
5721,43405
17498,43405
19686,43405
4285,43405
11245,43405
9221,43405
4376,43405
20157,43405
1693,43405
1144,43405
201,43405
5455,43405
7027,43405
15193,43405
17933,43405
17103,43405
660,43405
15691,43405
5109,24534
10502,24534
12008,24534
5109,9015
1453,9015
23101,9015
17803,14172
11826,14172
21285,14172
4372,14172
12356,14172
15902,40689
10545,40689
15494,40689
21391,40689
18107,40689
14326,40689
14491,3792
21836,3792
19125,3792
2778,3792
14491,4725
10920,4725
21239,4725
14491,1328
4542,1328
11698,1328
18430,1328
19081,1328
20998,1328
12061,1328
12470,1328
13393,1328
4510,1328
14491,44602
17911,44602
5601,44602
15485,44602
4160,44602
14491,19240
9807,19240
6871,19240
4171,19240
10174,19240
7741,19240
4384,19240
19425,19240
8775,19240
14464,19240
2778,19240
17630,19240
18400,19240
4625,19240
1675,19240
17347,19240
1572,19240
7072,19240
12433,19240
16534,19240
14491,49
5601,49
4160,49
14491,9871
5601,9871
17927,9871
4966,9871
4160,9871
15962,9871
14491,28629
21836,28629
14851,28629
2778,28629
3125,28629
14491,32680
13024,38775
19508,38775
12002,38775
18555,38775
9584,38775
4731,38775
22082,38775
23367,38775
15166,31660
6846,31660
13023,31660
13839,31660
2026,31660
9495,18999
16078,18999
22171,18999
14690,28636
12838,28636
14344,28636
7133,28636
5169,28636
423,28636
121,28636
3977,28636
9143,28636
11212,28636
15461,28636
16839,19608
14731,19608
7331,19608
20133,19608
6107,19608
20604,19608
13648,32924
963,32924
9540,20339
16435,20339
6952,28361
18625,28361
13706,28361
10956,28361
2865,28361
21300,28361
11414,28361
8651,28361
15456,28361
20600,39458
20580,39458
14937,39458
22088,39458
11714,39458
13403,39458
12578,39458
20600,32185
5963,32185
1265,17299
7285,17299
1265,40388
1265,34863
19915,34863
16078,15158
18017,15158
22760,15158
13502,15158
16078,18194
21414,18194
11715,25529
9459,25529
11715,21108
22304,21108
15448,21108
6959,21108
8887,42555
20984,42555
4275,42555
21294,42555
4274,42255
12274,42255
6631,42255
17196,42255
22675,42255
5022,42255
14938,4159
14938,41277
3667,41277
14938,14997
14938,27143
2379,27143
6549,27143
337,27143
20793,27143
23283,27143
22296,27143
14938,45445
14938,7617
22416,7617
8886,7617
14938,35314
4313,35314
19758,35314
22133,35314
6925,35314
10244,35314
2848,35314
7540,35314
20840,35314
8808,35314
7549,35314
674,35314
1035,35314
4313,1211
22133,1211
8808,1211
7549,1211
17580,1211
4313,12206
7549,12206
674,12206
3679,18293
1404,18293
14692,18293
12574,18293
11013,18293
3679,5930
18938,5930
2511,5930
18403,5930
7742,5930
12593,5930
18620,15806
9174,15806
21430,15806
18620,18565
13063,18565
14716,18565
21446,18565
8563,13689
8436,13689
18086,30459
17029,30459
909,30459
11759,44789
18699,44789
14276,44789
11332,44789
20734,44789
4366,44789
17849,44789
1550,44789
11003,44789
4131,44789
12061,44789
19319,44789
3134,44789
20580,10931
8697,10931
5129,10931
9903,10931
21086,21028
11009,21028
11120,21028
14619,41673
14619,15300
1812,15300
14619,12435
2740,12435
13579,12435
5406,12435
21002,12435
2079,38114
14860,38114
16029,38114
6677,38114
17708,38114
14217,38114
9712,36938
5154,36938
10388,36938
6420,9366
3113,17308
3113,24163
20065,24163
16442,24163
9232,23598
16978,23598
16522,23598
3596,23598
2136,12392
18914,12392
4705,12392
6287,12392
5535,12392
18879,35876
1072,35876
12925,35876
4251,7356
6928,7356
17523,41220
7858,41220
16760,41220
17523,5245
2969,5245
17523,858
18240,858
17523,10996
9768,10996
18164,10996
19257,10996
8669,10996
15958,10996
2009,10996
15962,10996
18438,16664
17379,16664
13327,16664
18438,28418
14808,28418
19950,28418
7601,28418
7822,28418
15211,28418
22273,28418
7605,28418
18438,16372
18308,16372
11639,16372
10085,16372
18438,22572
9145,22572
14872,22572
1720,22572
12305,22572
7476,22572
18438,17618
9175,17618
6846,17618
6810,17618
14892,17618
18438,3293
3658,3293
11834,3293
18487,3293
18305,3293
18937,3293
18438,24804
18438,36225
18438,9621
1823,9621
16277,9621
18305,9621
11255,9621
18438,12549
9323,12549
18438,14754
5597,14754
17593,14754
18516,14754
22493,14754
6187,14754
15448,14754
22140,14754
15096,14754
21710,14754
11033,18149
11413,18149
12003,18149
10093,18149
18315,18149
2162,18149
10690,18149
18571,18149
8139,18149
12102,18149
4845,18149
18954,18149
19675,3145
18849,3145
21735,5029
5124,5029
4609,37845
4990,37845
12677,37845
9837,37845
2034,37845
13483,40533
22755,40533
3395,40533
1418,40533
14002,40533
18022,40533
13351,40533
23374,40533
2861,40533
13337,40533
7761,40533
13483,8312
14569,8312
10830,18734
15648,18734
6050,18734
12522,39219
14975,39219
23158,39219
10347,39219
12921,39219
7651,39219
6857,39219
10332,13151
6620,13151
2865,13151
15595,13151
7977,18933
4139,18933
2799,18933
7862,18933
12307,18933
14524,22122
12182,22122
14524,33569
7333,33569
21204,33569
6078,33569
16436,33569
1550,33569
5713,33569
10026,33569
6517,30454
13011,30454
13357,30454
3274,30454
23246,30454
16259,30454
16774,30454
11638,30454
13370,30454
16879,30454
6920,25333
18833,25333
17821,25333
6920,40890
6920,7683
13501,7683
6920,11395
6920,10978
10055,10978
21072,10978
19397,10978
6920,32521
17237,32521
1880,32521
17821,32521
5062,32521
9396,32521
14602,32521
3607,32521
3091,32521
1033,32521
13595,32521
13398,32521
21817,32521
13957,23482
7995,23482
14902,23482
15448,23482
16334,23482
15605,23482
22644,23482
13957,14462
21324,14462
13957,13788
14846,13788
20949,42574
8231,42574
11232,42574
898,42574
2742,42574
18396,11540
6187,11540
20500,41219
13644,41219
16589,41219
15928,41219
20752,41219
20500,21665
701,21665
5803,21665
17196,21665
2002,21665
20500,35962
10450,35962
7480,35962
10024,35962
20500,12558
9746,12558
18849,12558
16928,35403
5627,35403
2135,35403
14974,35403
16507,35403
17391,35403
20928,11298
21229,11298
9881,28129
15261,28129
15370,28129
16436,28129
7917,28129
8389,28129
10963,28129
10956,28129
16089,28129
22904,28129
13443,28129
22969,28129
21809,28129
9881,14520
9881,29570
18057,41113
19583,41113
9855,41113
5541,41113
18057,35260
2219,35260
1576,35260
7622,35260
18589,35260
7808,35260
18057,33285
7435,33285
17528,33285
947,33285
4241,44258
4241,22559
22629,28057
4225,28057
18751,40159
9650,40159
19770,40159
6474,40159
523,40159
7432,40159
22014,40159
13178,40159
18751,43960
10917,43960
22046,43960
5695,44924
5061,44924
2994,44924
9037,44924
102,44924
15115,44924
18494,44924
21755,44924
21033,44924
3589,44924
11843,44924
13806,44924
18277,44924
18663,44924
18720,44924
16401,44924
2031,44924
23389,44924
6427,5110
4163,5110
5475,5110
6360,5110
21788,5110
8969,5110
7762,5110
7110,43327
21123,43327
5540,41209
4598,41209
5368,41209
1154,32568
7995,32568
7406,32568
16139,32568
14451,40120
3752,40120
19779,40120
16435,40120
20975,36606
17586,36606
12066,36606
6327,36606
2391,27179
19787,27179
9903,27179
11483,27179
2391,28756
16023,28756
3896,37338
16596,37338
14409,37338
20916,37338
13706,37338
17502,37338
17885,37338
4966,37338
18669,37338
19115,37338
13738,17574
13738,14154
11638,14154
18107,14154
22735,14154
8107,24462
8107,32074
229,32074
15896,19522
8932,19522
10055,19522
18955,19522
13842,19522
6874,19522
6264,19522
15896,19099
21782,19099
766,19099
8390,19099
15641,19099
11788,19099
16346,19099
10147,19099
19573,19099
18601,19099
6644,13125
7824,13125
1778,13125
13119,13125
7627,13125
7018,13125
15908,13125
16268,13125
16122,13125
13245,40866
21782,40866
11249,40866
16123,17364
12677,17364
16123,45966
16123,9344
875,9344
16123,7012
16603,14263
16094,14263
1392,14263
12841,14263
13601,14263
19448,14263
18633,14263
16917,14263
9980,14263
16603,32556
2320,32556
5815,40746
8727,40746
21771,15072
16402,15072
8179,41970
22532,41970
16140,36097
12778,36097
3091,36097
21655,36097
1843,45291
4107,45291
15634,45291
17052,45291
19641,45291
22524,45291
23205,45291
18811,42638
3223,42638
18811,23872
20633,23872
18811,35140
20226,35140
7490,36707
1680,36707
941,36707
5478,31167
21911,31167
23224,31167
7503,31167
14769,24949
2194,24949
13034,24949
22203,24949
21389,38544
18540,38544
15641,38544
16951,38544
4196,38544
9262,38544
21389,13241
16629,13241
3912,13241
2447,13241
5471,11813
259,11813
516,11813
19976,11813
322,11813
342,11813
12508,11813
19255,3888
21268,3888
450,3888
5034,3888
19255,39753
4417,39753
5280,39753
450,39753
6915,39753
19255,44066
19255,42977
22755,42977
1644,42977
19255,8431
19255,8471
4818,8471
21268,8471
9392,33271
18391,23966
4177,23966
14843,23966
9641,23966
17420,23966
19340,23966
4852,23966
3349,23966
18391,35191
17236,35191
18471,35191
15525,25860
16809,25860
15803,25860
11486,25860
15641,25860
16245,25860
15525,44786
11959,44786
14837,44786
15525,20830
1686,20830
15525,18523
8154,18523
5011,18523
12647,18523
3820,18523
14952,18523
15525,24112
16808,24112
10152,24112
15525,13074
23028,13074
13858,13074
20867,13074
15803,13074
6649,13074
15525,13567
16234,13567
14703,13567
17630,13567
7052,13567
15525,31328
8898,31328
12479,31328
16191,31328
2645,4034
18625,4034
2768,4034
21142,4034
2645,39915
2645,22922
7325,22922
15595,22922
2645,7190
4048,7190
2645,7426
2682,7426
2645,13728
4808,32152
16267,32152
9156,32152
7373,32152
1289,32152
4411,32152
15912,32152
9688,16725
422,16725
1034,16725
14975,18020
6050,18020
13144,18020
9211,24774
19438,24774
13059,24774
16233,24774
8695,24774
15760,24774
11047,24774
17188,2233
1404,2233
22249,2233
16035,2233
14692,2233
12574,2233
16913,2233
13083,2233
17188,29618
4505,29618
14983,9076
4996,9076
14580,9076
6866,9076
14983,38370
14983,32653
16501,32513
2768,32513
1019,32513
4562,32513
7753,32513
17227,32513
15193,32513
14594,32513
4411,32513
9024,32513
1190,32513
12305,32513
3251,19926
3251,46044
23191,46044
21892,46044
15957,46044
14910,46044
21518,46044
10091,46044
10654,46044
23158,17404
7175,17404
23158,44319
23158,17698
18629,17698
14039,17698
2904,17698
18103,17698
23158,31911
7212,31911
19573,31911
8862,35341
1179,35341
16168,35341
19997,35341
18833,5410
17821,5410
18833,18043
9661,18043
14602,18043
18833,9876
1166,9876
15047,9876
17821,9876
18488,9876
13398,9876
18833,14493
17821,14493
19300,14493
2442,14493
18923,14493
6475,14493
4056,14493
5492,14493
18709,22327
4370,22327
10144,22327
4124,41889
17314,41889
17194,41889
17702,41889
23141,41889
3026,41889
2061,41889
1817,41889
12735,25798
17163,25798
11207,34956
14383,34956
4207,31809
17545,31809
13425,31809
5587,31809
20208,31809
15242,12800
21154,12800
7406,12800
6779,12800
3795,12800
4591,12800
11602,30762
3386,30762
4293,30762
3345,30762
12072,30762
1720,30762
10064,37931
12165,37931
4546,37931
19874,37931
11477,37931
12274,37931
10773,37931
13283,37931
14023,37931
12666,37931
20758,37931
701,16534
6810,16534
4875,16534
17090,16534
701,46307
5803,46307
7839,30618
19434,30618
18739,30618
10323,30618
9853,30618
1404,30618
12677,30618
19195,30618
11459,30618
8866,30618
9884,30618
19688,30618
23137,30618
15233,8757
2838,8757
11799,8757
13606,8757
201,8757
19424,8757
14021,8757
17196,8757
7516,8757
16073,8757
14773,8757
7131,8757
19573,8757
7365,30195
5293,30195
7943,30195
7365,9024
15092,9024
7943,9024
3718,32159
6122,32159
3718,36086
20133,36086
12326,15279
15410,15279
10892,15279
6860,15279
12326,31082
4591,31082
6614,5131
6614,29675
2775,29675
4869,29675
9920,29675
17985,29675
16629,93
16094,93
8280,36205
14786,36205
