user,inter
18143,5017
10744,5017
19296,5017
2316,5017
1274,10982
6547,10982
16448,10982
5887,10982
2858,10982
6101,10982
9996,10982
21366,10982
6817,10982
6208,10982
19296,10982
14522,10982
18890,10982
5958,10982
5987,10982
21677,10982
1274,26411
22357,26411
20515,26411
11078,26411
17726,26411
12430,26411
7106,26411
18596,26411
21108,26411
1274,4122
14399,4122
1559,4122
1274,26810
22230,26810
8426,26810
13419,26810
5907,26810
1935,26810
5613,26810
15057,26810
9953,26810
1274,4355
15560,4355
5820,4355
22637,4355
16842,4355
4094,4355
1092,4355
1274,43665
20515,43665
12376,43665
5780,43665
197,43665
6138,43665
7906,43665
1706,43665
1274,1893
5831,1893
1646,1893
2316,1893
12604,1893
1274,23034
22451,23034
5874,23034
12376,23034
7906,23034
7010,23034
2920,23034
13825,23034
14399,23034
4631,23034
12581,23034
6396,23034
5060,23034
4528,23034
1274,43703
7010,43703
1274,2119
8800,2119
13991,2119
6547,2119
15420,2119
5842,2119
13250,2119
4997,2119
5415,2119
5591,2119
11526,2119
11968,2119
11720,2119
14893,2119
5958,2119
14140,2119
14172,2119
1980,2119
3557,2119
2065,2119
20816,2119
6382,2119
7243,2119
1274,33620
3343,33620
12250,33620
5831,33620
10687,33620
2316,33620
6086,33620
20301,33620
3691,33620
1274,44322
17220,44322
23154,44322
9912,44322
21366,44322
11064,44322
18417,44322
22221,44322
1274,2845
12376,2845
8702,2845
1274,9941
940,9941
15560,9941
904,9941
19095,9941
2858,9941
11064,9941
1274,24661
4612,24661
6547,24661
5872,24661
13419,24661
13250,24661
21344,24661
5958,24661
5987,24661
14861,24661
7243,24661
20239,24661
9078,24661
3501,24661
1274,18649
16448,18649
2858,18649
1935,18649
1274,33709
10089,33709
16142,33709
8164,33709
11968,33709
1559,33709
1092,33709
15415,33709
14488,33709
2418,33709
1274,18588
6230,18588
13354,18588
6208,18588
3861,18588
5987,18588
21296,18588
1274,2633
1646,2633
7075,2633
4751,2633
21108,2633
1559,2633
3520,2633
20370,2633
16972,2633
1274,2721
12477,2721
13991,2721
16448,2721
16497,2721
5681,2721
23334,2721
10687,2721
3457,2721
6382,2721
2967,2721
1773,2721
6359,2721
12886,2721
1274,18321
11968,18321
636,18321
1274,42887
9322,42887
14103,42887
17220,42887
13991,42887
8702,42887
4943,42887
12707,42887
21366,42887
7075,42887
17625,42887
10744,42887
3163,42887
13448,42887
20532,42887
1559,42887
1274,24157
13991,24157
19579,24157
11198,24157
2602,24157
1773,24157
6359,24157
1274,32874
12876,32874
13825,32874
1274,30407
21727,30407
7971,30407
12376,30407
15560,30407
9087,30407
8702,30407
3189,30407
4943,30407
5831,30407
13315,30407
5958,30407
1559,30407
22752,30407
14172,30407
6079,30407
11884,30407
1274,35942
21727,35942
8426,35942
12376,35942
15321,35942
197,35942
16842,35942
8942,35942
3507,35942
17241,35942
1274,11320
22230,11320
16766,11320
22836,11320
14399,11320
21057,11320
1274,7706
15560,7706
21366,7706
19024,7706
3640,7706
21057,7706
10316,7706
16111,7706
1274,30332
14245,30332
10851,30332
16448,30332
13419,30332
5479,30332
4903,30332
5580,30332
1274,7848
8306,7848
4631,7848
22221,7848
1274,9232
13991,9232
15050,9232
5820,9232
13250,9232
5591,9232
14522,9232
14861,9232
1559,9232
1092,9232
7243,9232
9078,9232
3501,9232
1274,8015
9095,8015
11968,8015
1274,35807
17220,35807
5001,35807
12250,35807
2316,35807
5666,35807
1274,35790
10108,35790
2920,35790
1274,8000
4825,8000
4612,8000
940,8000
3189,8000
904,8000
19095,8000
5479,8000
5606,8000
7010,8000
1646,8000
1935,8000
1605,8000
6190,8000
5908,8000
1274,9372
12876,9372
4903,9372
7210,9372
19754,9372
16972,9372
1773,9372
1274,7262
14399,7262
1274,7212
10851,7212
6781,7212
19991,7212
737,7212
21526,7212
8942,7212
3836,7212
3457,7212
1791,7212
1274,13651
5681,13651
1274,7075
6195,7075
1469,7075
10197,7075
10744,7075
4751,7075
20239,7075
13645,7075
15152,7075
1274,7644
5841,7644
2699,7644
5876,7644
5049,7644
1274,9354
20515,9354
4825,9354
1274,31633
17220,31633
16972,31633
1274,11500
2463,11500
19992,11500
7788,11500
1274,8873
14103,8873
17247,8873
13991,8873
16448,8873
5842,8873
16497,8873
5820,8873
6101,8873
16142,8873
5073,8873
7075,8873
4751,8873
14893,8873
14399,8873
6047,8873
20239,8873
11374,8873
1274,9051
22451,9051
9322,9051
14103,9051
4612,9051
6195,9051
13991,9051
16448,9051
197,9051
6101,9051
6230,9051
7075,9051
3988,9051
5307,9051
22768,9051
4751,9051
19296,9051
14861,9051
2040,9051
12870,9051
5776,9051
21533,9051
21995,9051
1274,11523
17220,11523
8800,11523
12376,11523
19743,11523
11227,11523
3343,11523
8208,11523
5807,11523
5831,11523
7010,11523
11968,11523
6190,11523
7989,11523
19904,11523
3919,11523
6503,11523
1274,9095
17514,9095
14566,9095
1743,9095
6101,9095
21344,9095
11064,9095
5591,9095
13604,9095
2688,9095
1274,9047
14394,9047
5780,9047
16873,9047
6138,9047
1274,34691
13991,34691
11064,34691
4679,34691
4751,34691
4631,34691
682,34691
6922,34691
1274,9035
17777,9035
3520,9035
1274,12208
4943,12208
4751,12208
7721,12208
3501,12208
11498,12208
1274,9181
14103,9181
13991,9181
23154,9181
14573,9181
13354,9181
3861,9181
6359,9181
9652,9181
1274,35113
11968,35113
732,35113
1274,14951
5887,14951
14522,14951
2418,14951
1274,38756
17220,38756
9833,38756
940,38756
16873,38756
12876,38756
12482,38756
5831,38756
7906,38756
21876,38756
1274,5971
4903,5971
19024,5971
16766,5971
14893,5971
1274,14719
1537,14719
15405,14719
940,14719
13991,14719
5073,14719
14861,14719
11198,14719
20239,14719
1274,5866
1537,5866
15405,5866
20551,5866
15321,5866
5872,5866
10089,5866
20279,5866
197,5866
5781,5866
19095,5866
5881,5866
12482,5866
7210,5866
5838,5866
4679,5866
11968,5866
23195,5866
14893,5866
3188,5866
21398,5866
6047,5866
4631,5866
6086,5866
21057,5866
9953,5866
15415,5866
10316,5866
12501,5866
5776,5866
1274,5848
13991,5848
12707,5848
19579,5848
6208,5848
16842,5848
18890,5848
5987,5848
3507,5848
1980,5848
6382,5848
2967,5848
6359,5848
19108,5848
1274,5254
16448,5254
197,5254
13315,5254
13448,5254
14861,5254
4631,5254
682,5254
1274,5215
14103,5215
13991,5215
5872,5215
17625,5215
5987,5215
7243,5215
3501,5215
1274,5065
20551,5065
4903,5065
8208,5065
4943,5065
8471,5065
14522,5065
5853,5065
13448,5065
1559,5065
12870,5065
1274,27703
197,27703
2858,27703
22637,27703
3788,27703
15415,27703
20407,27703
1274,10984
16972,10984
1274,39397
10851,39397
14893,39397
12613,39397
1274,5459
5841,5459
23154,5459
21344,5459
7075,5459
23334,5459
3861,5459
18970,5459
1980,5459
1274,27955
17220,27955
12376,27955
20551,27955
20279,27955
12482,27955
7788,27955
2406,27955
1274,28028
17247,28028
15560,28028
5887,28028
16873,28028
197,28028
5781,28028
13419,28028
19095,28028
3343,28028
16142,28028
737,28028
17726,28028
5073,28028
23334,28028
1605,28028
10794,28028
23195,28028
19296,28028
21398,28028
6047,28028
6086,28028
11198,28028
7788,28028
10316,28028
2418,28028
6359,28028
636,28028
5733,28028
1274,29205
940,29205
904,29205
197,29205
12482,29205
1274,37536
13991,37536
6781,37536
21366,37536
22349,37536
3163,37536
1274,11159
10008,11159
16873,11159
7371,11159
3640,11159
21533,11159
732,11159
1274,6858
17247,6858
940,6858
5780,6858
4903,6858
6138,6858
1469,6858
7906,6858
6795,6858
6160,6858
14399,6858
20301,6858
1274,6981
22814,6981
17247,6981
10227,6981
19095,6981
5820,6981
16454,6981
5844,6981
5613,6981
13919,6981
20816,6981
1773,6981
1274,6812
21366,6812
431,6812
1274,29364
15405,29364
15560,29364
5780,29364
197,29364
15880,29364
6138,29364
5858,29364
11064,29364
1648,29364
1274,6831
4631,6831
21057,6831
3919,6831
11498,6831
1274,14479
17220,14479
940,14479
16873,14479
6622,14479
6795,14479
20301,14479
14604,14479
21876,14479
732,14479
1274,28681
17220,28681
11218,28681
5415,28681
8164,28681
10794,28681
11968,28681
19754,28681
14399,28681
14140,28681
6190,28681
21757,28681
1559,28681
1092,28681
7991,28681
10316,28681
11286,28681
1274,28772
940,28772
16497,28772
904,28772
197,28772
5479,28772
3836,28772
22221,28772
5846,28772
1274,6466
13419,6466
6795,6466
8306,6466
12658,6466
3557,6466
14604,6466
21533,6466
19108,6466
1274,6461
14566,6461
10108,6461
13419,6461
21366,6461
11064,6461
20532,6461
11778,6461
21420,6461
3990,6461
11286,6461
1274,37731
12482,37731
1274,19820
16448,19820
5887,19820
5807,19820
10744,19820
5987,19820
5548,19820
1274,45428
10851,45428
19095,45428
1646,45428
5415,45428
5580,45428
11271,45428
14522,45428
1998,45428
21757,45428
4528,45428
14488,45428
10316,45428
5733,45428
5392,45428
1274,962
17220,962
7971,962
6781,962
20551,962
15118,962
17726,962
1267,962
22637,962
14140,962
1559,962
1092,962
7991,962
7788,962
1706,962
14488,962
22221,962
19904,962
6503,962
1274,20219
14103,20219
16448,20219
5887,20219
10908,20219
10108,20219
16497,20219
4751,20219
5987,20219
1092,20219
2562,20219
1274,21213
16142,21213
6208,21213
7243,21213
1274,10314
15560,10314
5841,10314
16448,10314
15768,10314
6101,10314
19579,10314
11064,10314
11526,10314
11720,10314
6040,10314
11506,10314
20532,10314
1559,10314
7243,10314
14604,10314
1274,21529
20515,21529
3656,21529
940,21529
15560,21529
15880,21529
5606,21529
7210,21529
7010,21529
5876,21529
1559,21529
1274,20991
2463,20991
5820,20991
5591,20991
23334,20991
5987,20991
21296,20991
17857,20991
19108,20991
15374,20991
1274,1172
14522,1172
1274,22018
7971,22018
10089,22018
10227,22018
3189,22018
904,22018
197,22018
1469,22018
17777,22018
7075,22018
21861,22018
5591,22018
14893,22018
3836,22018
1559,22018
22221,22018
3501,22018
1274,21001
15405,21001
4612,21001
10908,21001
23154,21001
8702,21001
3189,21001
13250,21001
5907,21001
11064,21001
10687,21001
4751,21001
13315,21001
6040,21001
6559,21001
3188,21001
5853,21001
3557,21001
20816,21001
6382,21001
8369,21001
1274,45050
1274,21003
17220,21003
4993,21003
20551,21003
3507,21003
6503,21003
636,21003
5846,21003
1274,20495
10851,20495
22230,20495
5001,20495
12876,20495
9107,20495
12658,20495
22836,20495
10687,20495
14399,20495
1706,20495
9165,20495
8502,20495
5733,20495
1274,1104
15420,1104
8208,1104
5831,1104
13027,1104
7010,1104
5307,1104
5876,1104
1274,1259
3482,1259
4903,1259
11720,1259
23195,1259
1274,33442
19024,33442
3494,33442
5733,33442
1274,823
10851,823
15560,823
23195,823
22637,823
636,823
1274,20228
1537,20228
23016,20228
2547,20228
6179,20228
1657,20228
4679,20228
11506,20228
5548,20228
17263,20228
1274,21382
17514,21382
15405,21382
5781,21382
5820,21382
12250,21382
5831,21382
17726,21382
22836,21382
6086,21382
15057,21382
6168,21382
3919,21382
1274,21020
12477,21020
13991,21020
15321,21020
5858,21020
16766,21020
10687,21020
14893,21020
6382,21020
14604,21020
6976,21020
6168,21020
2967,21020
6359,21020
5049,21020
19108,21020
19845,21020
1274,10291
19991,10291
19024,10291
9107,10291
21526,10291
5746,10291
4631,10291
2562,10291
13763,10291
3560,10291
1274,10433
13991,10433
15994,10433
21861,10433
3861,10433
18970,10433
1980,10433
1274,10419
3691,10419
1274,45391
14245,45391
10851,45391
17220,45391
15560,45391
6781,45391
15420,45391
7630,45391
904,45391
2858,45391
6304,45391
6795,45391
7210,45391
5580,45391
5838,45391
3640,45391
6086,45391
7788,45391
11498,45391
6359,45391
16111,45391
20312,45391
1274,46183
17220,46183
9833,46183
940,46183
12376,46183
16873,46183
5001,46183
197,46183
13419,46183
15880,46183
6304,46183
12482,46183
7906,46183
21677,46183
1274,45186
3482,45186
20515,45186
17220,45186
13991,45186
10108,45186
5820,45186
17726,45186
23334,45186
22637,45186
5987,45186
21677,45186
5853,45186
3507,45186
2967,45186
1773,45186
6359,45186
19108,45186
22201,3761
3555,3761
22201,3852
12971,3852
22201,3995
2128,3995
5117,3995
3952,3995
2839,3995
2509,3995
4993,3995
2153,3995
2143,3995
5038,3995
10908,3995
22201,36154
3446,36154
18546,36154
22201,953
23204,953
20515,953
4825,953
22230,953
3656,953
4605,953
5780,953
10108,953
8521,953
15118,953
5831,953
23330,953
3988,953
10197,953
2097,953
14465,953
3788,953
13919,953
12141,953
22398,953
4631,953
6396,953
5452,953
758,953
14604,953
8261,953
5846,953
2964,953
3555,3711
5144,3711
5117,3711
2355,3711
23204,3711
3952,3711
5874,3711
4658,3711
1537,3711
17514,3711
1821,3711
2126,3711
5203,3711
4182,3711
18952,3711
18215,3711
2509,3711
6270,3711
2867,3711
2143,3711
2547,3711
4853,3711
5038,3711
3212,3711
3555,3805
5117,3805
2126,3805
18952,3805
18215,3805
2839,3805
3555,3910
2128,3910
5144,3910
2509,3910
23016,3910
4172,3910
3212,3910
15118,3910
8702,3910
2617,3910
914,3910
3555,3238
5144,3238
1821,3238
2143,3238
5038,3238
3555,3493
4658,3493
1821,3493
23016,3493
4853,3493
2128,3770
2128,3696
23016,3696
10487,3696
23217,3696
4172,3696
6195,3696
4993,3696
15881,3696
3141,3696
1406,3696
2128,3682
2355,3682
4658,3682
5128,3682
3656,3682
19992,3682
11275,3682
2128,3687
5117,3687
4658,3687
2126,3687
18952,3687
2143,3687
4853,3687
2128,8800
5144,8800
5117,8800
2355,8800
4658,8800
2509,8800
4853,8800
3212,8800
15615,8800
5844,8800
2128,6277
3952,6277
1821,6277
18952,6277
4172,6277
4993,6277
4605,6277
2617,6277
1267,6277
22398,6277
8750,25886
15353,25886
19385,25886
8750,44233
11824,44233
21941,44233
10356,44233
9444,44233
21580,44233
8750,43914
15353,43914
21837,43914
22639,43914
11824,43914
21941,43914
4057,43914
10356,43914
21580,43914
21936,43914
4401,43914
8750,43997
1018,43997
8750,44121
22639,44121
12627,44121
5659,44121
8750,12814
8750,12751
8750,35251
12865,35251
8750,28390
8750,28151
15353,28151
19385,28151
21837,28151
4821,28151
8750,9567
17250,9567
6117,9567
9444,9567
15206,9567
8750,22028
22639,22028
21941,22028
15353,7331
8208,7331
5838,7331
15353,28436
17721,28436
12581,28436
19385,25381
8566,25381
2272,25381
19385,26742
12369,26742
19385,43654
19385,20825
12657,20825
21941,20825
6053,20825
12865,20825
11142,25890
15227,25890
22357,25890
20919,25890
10691,25890
11142,4023
11142,26161
13469,26161
736,26161
16931,26161
7273,26161
11142,41622
14714,41622
21151,41622
16779,41622
15250,41622
3254,41622
7,41622
7170,41622
11142,16200
11142,15758
16779,15758
11142,26501
20919,26501
7,26501
17711,26501
17035,26501
9854,26501
3594,26501
11142,4217
17168,4217
14145,4217
15,4217
22483,4217
15324,4217
1911,4217
5980,4217
8574,4217
11142,16708
9565,16708
2777,16708
11142,34029
14417,34029
17035,34029
9854,34029
3594,34029
15124,34029
14939,34029
11142,26620
17168,26620
10008,26620
15,26620
22483,26620
7,26620
17711,26620
4053,26620
1764,26620
12683,26620
15367,26620
8894,26620
11142,26552
17168,26552
15,26552
22483,26552
736,26552
11142,43687
3317,43687
11142,1941
17168,1941
10008,1941
15,1941
22483,1941
14306,1941
16749,1941
11142,43721
22451,43721
7,43721
11142,19177
10008,19177
6350,19177
11142,23105
17837,23105
11227,23105
14306,23105
8362,23105
12683,23105
11142,2134
5468,2134
14736,2134
11142,33611
11142,44473
7,44473
7106,44473
11142,44417
15,44417
15640,44417
7,44417
18559,44417
14072,44417
8271,44417
10250,44417
1911,44417
2647,44417
15364,44417
3317,44417
1785,44417
11142,19623
14714,19623
13469,19623
7,19623
19953,19623
11310,19623
1911,19623
20112,19623
12683,19623
7106,19623
11142,19386
10410,19386
22066,19386
15324,19386
7,19386
11310,19386
12480,19386
13996,19386
17274,19386
7194,19386
7685,19386
12031,19386
10569,19386
11142,44015
7,44015
16420,44015
3691,44015
11142,42377
1965,42377
5151,42377
14714,42377
20623,42377
11078,42377
16779,42377
17711,42377
2165,42377
6062,42377
11142,24294
17837,24294
736,24294
14115,24294
11142,18245
22451,18245
20919,18245
9644,18245
12080,18245
6350,18245
11142,42670
22451,42670
2808,42670
12365,42670
18250,42670
18209,42670
18559,42670
19953,42670
1287,42670
7106,42670
1785,42670
14514,42670
11142,30875
15227,30875
22033,30875
1437,30875
19435,30875
10793,30875
11142,35762
736,35762
11310,35762
16749,35762
13699,35762
17341,35762
11142,34440
17837,34440
11142,7072
14134,7072
7,7072
18559,7072
11925,7072
14306,7072
12683,7072
14613,7072
14736,7072
12865,7072
5474,7072
1785,7072
14514,7072
11142,7147
3691,7147
20080,7147
17341,7147
11142,11496
17837,11496
16779,11496
11142,31081
14755,31081
10172,31081
736,31081
7273,31081
7,31081
17035,31081
14939,31081
1025,31081
11142,5881
16779,5881
11142,39286
17837,39286
12798,39286
14443,39286
11142,39060
17711,39060
11142,34203
22451,34203
17837,34203
3278,34203
7,34203
19903,34203
14306,34203
12581,34203
11539,34203
20080,34203
11142,14085
10172,14085
17837,14085
13469,14085
16931,14085
12798,14085
1018,14085
11142,9433
736,9433
7,9433
5659,9433
11142,29088
1965,29088
5151,29088
14714,29088
20623,29088
2165,29088
6062,29088
11142,37212
7,37212
1785,37212
8672,37212
11142,28859
22451,28859
17168,28859
10008,28859
15,28859
2808,28859
18250,28859
18209,28859
10172,28859
13469,28859
19953,28859
1287,28859
19630,28859
19084,28859
14443,28859
3594,28859
16420,28859
11469,28859
11142,37899
17711,37899
1785,37899
10914,37899
11142,37676
17711,37676
7111,37676
9444,37676
11142,45347
22451,45347
7,45347
14668,45347
17341,45347
