1,34173
1,35667
1,25004
1,33913
1,34166
2,33004
2,19638
2,16760
2,35948
2,11040
2,36714
2,41707
2,24186
2,38413
2,669
2,16822
2,40297
2,36092
2,27937
2,3869
3,39040
3,8122
3,24715
4,8793
4,38476
4,26919
4,30156
5,9935
6,34935
7,43498
7,13231
7,44417
7,16733
7,45261
7,19386
7,2231
7,29545
7,35422
7,297
7,14040
7,26610
7,45347
7,34203
7,40075
7,7072
7,9433
7,44015
7,41622
7,2768
7,15738
7,26528
7,26501
7,19623
7,38650
8,25181
8,27715
9,27411
9,42320
9,27184
10,28096
10,34205
10,33341
10,12675
10,13019
10,590
10,31994
10,23343
10,26988
11,43453
11,7420
12,12700
12,1502
12,40433
12,44978
12,11752
12,19687
12,1019
12,3674
12,18299
12,2225
13,15111
13,4373
13,15450
13,13580
14,20753
14,42100
14,11995
14,8730
14,27928
14,34724
15,31738
15,26620
15,44417
15,21071
15,1941
15,25480
15,46284
15,4217
15,24326
15,41991
15,30704
15,44106
15,31646
15,26552
15,18295
16,22103
16,28007
16,37849
16,36244
17,1785
17,32881
17,20143
17,25256
17,875
17,15534
17,35395
17,29357
17,7709
17,12322
17,10677
17,45049
17,2296
17,41038
17,23079
18,37630
18,44000
18,15884
18,28069
18,4761
19,40882
19,5005
19,12522
19,45199
19,31942
19,13437
20,7685
20,36022
20,43590
20,2642
20,23292
20,43317
21,10912
21,39775
22,17987
22,22555
22,2820
22,43211
22,3434
22,39598
23,13103
23,648
23,30661
24,39202
24,20412
24,24416
24,11318
24,10386
24,21143
24,23855
24,11647
24,23123
24,24672
25,21546
25,43077
25,40640
25,40490
25,9037
26,40903
26,11920
26,18978
26,38870
27,44412
27,1868
27,13648
27,13687
27,21709
28,2611
28,19786
29,27884
29,14752
29,37489
29,19418
29,31015
29,27213
30,33825
30,36092
30,28584
30,28009
30,30119
31,943
31,35743
31,38239
31,19513
31,45709
32,15726
32,33681
32,3532
32,29279
32,23688
32,22677
32,38336
32,43391
32,10651
32,2007
32,26000
33,44775
33,19915
33,20883
33,45468
34,6130
34,21623
34,38890
35,7030
35,27789
35,11827
35,5258
35,7537
35,40596
35,9866
35,40775
35,36291
35,17699
35,8740
35,1844
35,1722
35,20213
35,40280
35,25325
35,21165
35,43063
35,24903
35,19603
35,11266
35,20381
35,36648
35,19243
35,10367
35,18763
35,42493
35,41495
35,14519
35,42469
35,9083
36,34981
36,32578
36,8319
36,71
36,28612
37,4314
37,8127
37,46129
37,43410
37,44780
38,9180
38,25834
38,44278
38,18048
38,2328
38,21898
38,37072
38,726
38,35950
38,29855
38,43147
39,17748
39,16218
39,4987
40,22909
40,43228
40,11528
40,21226
40,17488
40,20666
40,35152
40,4538
41,42876
41,33697
41,233
42,34298
42,1432
42,19864
43,2162
43,19796
43,7692
43,4889
43,45847
44,45360
44,24606
44,36264
45,22505
45,34125
45,33969
45,25851
45,37060
45,30053
46,32978
46,12498
46,13354
46,12600
47,7972
47,6622
47,29338
47,33205
47,32094
48,38777
48,21553
48,17015
48,25208
49,17888
49,32561
49,23851
49,18692
49,35619
50,10768
50,23573
50,35374
50,43503
51,8380
51,8195
52,9763
52,2022
52,19510
52,13628
52,7583
52,6710
52,39625
52,42324
52,32305
52,36954
52,19516
52,39542
52,3260
52,18425
52,8469
52,1716
52,38782
52,2247
52,44016
52,26865
52,45774
52,4004
52,45810
52,27036
52,28600
52,1368
52,26822
52,8834
52,34121
52,269
52,4235
53,45245
53,38979
53,38168
53,26667
53,29049
53,45453
53,39802
54,15416
54,41258
54,16100
55,33453
55,22830
55,27390
55,30630
56,19211
56,14594
56,29950
56,17768
56,44001
56,45929
56,19035
57,15121
57,24254
57,13983
58,3890
58,15296
58,16364
58,25578
58,30369
58,37351
59,36200
59,21030
59,35985
59,10453
60,31275
60,7719
60,17568
60,9752
60,16639
60,5984
61,29259
61,21692
61,10731
62,33085
62,44256
62,19403
62,41886
63,41720
63,13280
63,8304
64,22929
64,40976
64,6289
64,22357
64,14269
64,21270
64,36660
64,164
64,37285
64,5390
65,16649
65,41265
65,26525
65,15985
65,17768
66,34442
66,119
66,26443
66,7663
67,11349
67,696
67,38987
67,662
68,36714
68,6446
68,31462
68,20248
68,24172
68,28584
68,34293
68,32320
68,10855
69,41077
69,32785
69,22068
69,26694
70,12788
70,5232
70,30115
71,22194
71,38408
71,30251
72,22734
72,32510
72,40725
72,7653
72,38975
72,30060
72,2409
73,44051
73,32272
73,21324
73,22813
73,16659
74,35744
74,23545
74,14004
74,25783
74,1828
74,19674
75,26264
75,14228
75,43992
75,40451
75,1305
76,20257
76,21700
76,40759
76,31533
76,22046
76,25674
77,25162
77,4074
77,28015
77,2672
77,45356
77,7745
77,6947
77,45355
77,7633
77,42305
77,37479
77,2345
77,2330
77,942
77,44875
77,28977
77,23251
77,31311
77,31134
77,38318
77,45453
77,38409
77,21151
77,8472
77,30191
78,34716
78,28489
78,36956
78,30004
78,24322
79,8414
79,36887
79,3520
79,16695
80,9705
80,41442
80,7473
80,43905
81,21463
81,37614
82,23663
82,45573
82,25115
82,12095
82,13063
82,1442
82,163
83,46118
83,44445
83,12336
83,43013
83,16149
83,22107
83,30284
83,35822
83,3881
83,13198
83,26825
83,40318
83,34385
83,45968
83,17770
83,32092
84,11194
84,46241
84,949
84,27933
84,36303
85,38481
85,3912
85,9990
85,27134
85,43570
86,5290
86,18645
86,5561
86,44801
86,13829
87,16825
87,573
87,22913
87,40587
87,38348
88,11328
88,17609
88,9865
89,6175
89,25159
89,16284
90,21594
90,38227
90,32247
90,6905
90,6640
91,4704
91,44650
91,11588
91,21319
91,36478
92,28239
92,346
92,12050
92,233
93,4681
93,38578
93,40162
93,4684
94,25808
94,36338
95,37816
96,32295
96,22381
96,10014
96,21837
97,14295
97,34386
97,24108
97,1975
97,9342
97,39207
97,18803
97,36954
97,27357
97,27389
98,11487
98,4809
98,15242
98,18765
98,45303
98,28443
99,25850
99,42832
99,8871
99,5747
100,18071
100,11348
100,7916
100,14605
100,39799
101,42888
101,40761
101,1464
101,5561
101,3364
101,13427
101,3503
101,10261
101,27621
101,26235
101,26272
101,6771
102,43208
102,25906
102,3315
102,46200
102,4257
102,36675
102,41880
102,30557
103,25151
103,21930
103,29070
103,25783
103,30777
104,43360
104,10190
104,30077
104,37322
104,26799
104,15504
104,23523
104,35555
104,30066
104,24229
104,14566
105,22391
105,5330
105,14152
105,37872
106,27513
106,25783
106,23624
106,44185
107,1640
107,24902
107,44253
107,19442
108,44938
108,45295
108,8950
108,14212
108,33937
109,27586
109,18934
109,2205
109,30488
109,24669
110,39759
110,30585
110,24631
110,43355
111,233
111,6053
111,37912
111,11920
112,42514
112,10415
112,4270
113,39248
113,15579
113,35280
113,17729
113,38767
114,3281
114,5231
114,14360
114,43462
114,30623
114,28236
114,23924
115,17021
115,2154
115,3520
115,41070
115,7511
116,15391
116,20322
116,42822
116,40661
116,6311
116,221
116,8004
116,8816
116,1286
116,9312
116,10440
116,1024
117,17389
117,36980
117,11707
117,24625
117,1716
117,44727
117,23079
117,4807
118,6306
118,33624
118,3704
118,4309
119,28387
119,32284
119,28363
119,11076
120,7134
120,1307
120,788
120,1632
121,11126
121,7940
121,13282
121,41473
121,24442
121,33078
122,31869
122,20294
122,21206
122,14974
122,26971
122,27218
123,9155
123,25147
123,26560
123,27199
124,24173
124,29148
124,20213
124,43700
124,10369
124,19333
125,4918
125,22967
125,17802
126,32985
126,37167
126,22315
126,4094
126,41298
126,2849
127,505
127,35112
127,7034
127,31015
127,37489
127,4028
128,3850
128,1302
128,3360
129,43173
129,32079
129,16387
130,40640
130,44742
130,25367
130,12256
130,1399
130,34222
130,8808
130,40998
130,18660
130,37217
130,12823
130,34787
130,20499
131,8421
131,36672
131,26519
131,30482
131,10689
131,8382
131,1633
131,29463
131,32110
131,34275
132,40476
132,1428
132,40873
132,596
132,32135
132,32335
133,6675
133,2331
133,43475
133,24268
133,13726
134,35105
134,5028
134,17730
134,13884
135,44002
135,41844
135,28752
135,20847
135,3080
135,21202
136,42987
136,46323
136,152
136,44615
136,3706
136,937
137,11169
137,7829
137,4620
137,34921
138,44026
138,36705
139,788
139,18119
139,7313
139,4740
139,39556
139,20112
140,20206
140,43176
140,38732
140,6402
141,3186
141,41094
141,14423
141,23935
141,14361
141,3842
141,36396
142,42766
142,15330
142,31344
142,44851
142,5120
142,45862
142,1457
142,12890
142,29834
142,23744
143,1600
143,16286
143,24555
144,42116
144,45593
144,25932
144,31752
144,30002
144,29927
144,11364
144,25254
144,21874
144,10941
144,15649
145,21474
145,268
146,12962
146,34695
146,19517
146,14624
146,17613
146,31828
146,14177
146,19206
146,7902
146,3000
146,24994
146,19370
146,20476
147,39641
148,46354
148,40115
148,45936
148,30169
148,27043
148,24776
148,14650
148,21233
149,18860
149,36486
149,44582
149,11011
149,16663
150,36020
150,31679
151,12533
151,14487
152,3654
152,1808
152,27630
152,19645
152,33725
152,7588
153,26000
153,42653
153,5554
153,39414
154,33440
154,20923
154,12196
154,24863
155,18870
155,29213
155,29651
155,20499
156,17389
156,16743
156,15064
157,3112
157,45259
157,37688
157,18862
157,24570
157,46175
157,40598
157,44877
158,45221
158,9663
158,21548
158,12684
159,1062
159,45132
159,25297
159,28289
159,14990
160,2096
160,31458
160,3823
160,1367
160,19547
160,28069
160,25336
161,1503
161,25179
161,4182
161,777
161,18862
161,35617
162,40457
162,12017
162,22191
162,29057
162,16866
162,45717
162,17039
162,27142
162,3231
162,7883
163,31791
163,31404
163,39995
163,26122
163,10155
163,27174
163,28838
164,36155
164,12487
164,21894
164,42056
164,33593
164,5948
164,4898
165,11081
165,26074
165,44631
166,3468
166,35104
166,23442
166,17177
166,39758
166,24675
167,7019
167,617
167,22126
168,44958
168,25966
168,5547
168,18435
168,32952
168,34333
169,13414
169,886
169,13421
169,31533
170,26838
170,38190
170,33301
170,11120
171,35827
171,11344
171,29160
171,43830
171,8793
171,27697
172,3703
172,19478
172,13590
172,40621
173,184
173,28949
173,538
173,6900
173,26879
174,22540
174,42798
174,3410
174,37912
174,14625
174,34584
174,13392
174,39802
174,3554
174,43313
174,6535
174,20080
174,43592
174,42637
174,36016
175,38217
175,12778
175,4114
175,8822
175,4621
176,36714
176,5442
176,34576
176,28326
176,37496
177,24241
177,40307
177,14715
177,1344
177,44866
177,14281
177,29499
178,22345
178,30398
178,17738
178,41355
179,11014
179,24909
179,44621
179,40154
179,14840
180,16798
181,20469
181,5638
181,38777
181,1653
181,8122
181,3353
181,2467
181,32991
181,24715
181,39300
181,39040
182,22937
182,21059
182,17249
182,37223
182,12059
182,20323
182,16029
182,43260
183,349
183,5085
183,36160
184,8460
184,27138
184,30853
184,9190
185,35950
185,1527
185,24461
185,44671
185,31639
185,39094
186,7094
186,14848
186,5372
187,42607
187,36181
187,23962
187,12796
187,28131
187,18285
188,44043
188,24756
188,44491
188,19143
189,40103
189,3954
189,33825
189,38733
189,36318
190,30847
190,37613
190,32222
190,33441
190,23039
190,14094
190,43503
191,37622
191,32119
191,19351
191,5973
191,13261
191,28181
191,17551
191,3231
191,32731
191,1948
191,27483
191,25775
191,31624
192,45306
192,11418
192,35760
192,34963
192,13436
192,31784
192,19603
192,11467
192,1722
192,33104
192,37587
192,3683
192,30833
192,12062
193,38711
193,19984
193,4285
193,19108
194,40605
194,7415
194,39824
194,6214
195,24994
195,26047
195,4632
195,7510
196,43928
196,24908
196,42967
196,5791
196,9882
196,13067
197,41714
197,22018
197,43665
197,22591
197,2169
197,36985
197,6225
197,9151
197,10169
197,46183
197,4202
197,5254
197,5017
197,41809
197,8983
197,35942
197,29205
197,28028
197,32782
197,28772
197,42991
198,42333
198,43119
198,255
199,46078
199,3563
199,18995
199,6207
199,8196
199,3064
199,36106
199,46085
199,6716
199,43538
199,1962
199,44362
200,8043
200,28406
200,33894
200,33030
200,19907
200,361
200,4070
200,31590
200,25280
200,26112
201,13603
201,37448
201,4891
201,21598
201,40395
201,35432
201,22017
201,39038
201,4001
201,20796
201,30347
201,9975
201,870
202,29540
202,28886
202,39330
202,19346
202,42722
203,21169
203,30110
203,7844
203,12451
204,20651
204,18610
204,26000
204,41666
204,28046
204,21123
205,3236
205,43086
205,46240
205,44897
206,19972
206,13021
206,40568
206,12248
207,28810
207,12484
207,25254
207,16055
207,26025
207,21453
207,8405
208,41022
208,18451
208,3848
208,39158
208,11759
208,6608
208,9848
208,8568
208,34633
208,31667
208,41408
208,6550
208,36022
208,33350
209,11534
209,37034
209,32405
209,45672
209,5237
209,17621
209,44108
209,17634
209,11122
209,17117
209,4074
209,19916
209,37488
209,33424
209,13195
209,30781
209,18586
210,6876
210,10476
210,45095
210,21453
211,39633
211,31430
211,30413
211,21677
211,10623
211,32119
211,3991
211,16477
211,17935
211,21732
212,14556
212,17141
212,41888
212,7809
212,41599
212,11695
212,13448
213,3631
213,31587
213,43812
213,33888
213,2638
214,19097
214,14072
214,39147
214,30643
214,1015
214,40516
215,33397
215,35294
215,45682
216,16076
216,19013
217,2972
217,24699
